"","X","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","FDR","P.Value","Slope"
"580",26925,"LOC647954",6420674,869.7,688.1,662.2,641.5,948.5,693.6,1207.5,832.6,1103.8,1155.1,1152.8,1383.7,0.0412024591450725,0.000730487568892839,50.3648293963254
"702",34716,"NYNRIN",6590735,142.6,131.1,131.3,144.3,159.3,166.2,176.9,154.1,168.7,183.5,174.2,172.8,0.0412024591450725,0.000730375008641462,3.5994750656168
"1043",45376,"USF2",7210382,603.9,502.1,512.1,432.3,480.9,442.6,379.3,385.6,362.3,383.2,366.8,337,0.0414238169317504,0.000735287412519712,-15.8622047244095
"394",12733,"HCG2P7",4780470,1794.8,1278.8,1257.1,1072.1,1233.3,1183.7,1067.2,728.4,955.4,755.2,762.6,726.4,0.0415937492571653,0.000739182704504703,-62.9643044619423
"91",2547,"BMI1",1090292,1246.9,1176.5,1004.7,818.6,925.8,860.8,807.4,649.2,812,667.3,658.8,689.9,0.0416684836433672,0.000743257862146128,-39.7629921259843
"418",13448,"HS.12489",4890431,375.5,375.7,321.9,306.5,289.4,266.8,255,198.8,241.4,212.9,225.5,228.7,0.0416684836433672,0.000743272244083577,-12.0099737532808
"483",17814,"KCNMA1",5550452,547,389.4,430.6,317.9,373.4,350.9,298.5,241,309.7,243.9,233.8,244.1,0.0416684836433672,0.000744032894758264,-18.7769028871391
"826",39150,"RNF19A",1690184,301.7,283.2,287.6,274.8,288.4,263.2,287.4,258.3,253.9,232.8,212.3,255.5,0.0416684836433672,0.000742307394466703,-5.19186351706037
"322",10285,"FGD3",5270619,367.9,275.2,275.4,289.8,308.3,307.6,296,238.1,286.3,202.1,197,199,0.0419014059419967,0.000749077392112275,-10.4383202099738
"796",38158,"QSOX2",290441,293.5,292.7,286.2,246.3,248.7,272.6,238.1,216.8,233.2,210,230.7,233.6,0.0419654365119585,0.000751108863039723,-5.83149606299213
"960",43013,"TBC1D20",6330072,336.9,327.5,289.5,284.1,292.5,295.5,252.3,235.5,280.8,249.3,254.9,230.4,0.0420719045157285,0.000753903493636029,-6.80629921259844
"423",13803,"HS.193406",4730711,236.9,254.5,274.1,234.9,238.9,261.3,201.7,158.2,192.3,179.1,181.9,187.3,0.0420920075440885,0.00075515318988507,-7.56167979002625
"1078",46381,"ZFP112",6060477,275.9,256.2,233.5,264,252.3,259,258.1,230.2,244.2,209.9,209.8,206.9,0.0421287852130348,0.00075670324009635,-4.67900262467192
"251",8029,"DLL3",4210382,197.5,177.9,184.7,137.8,162.7,158.4,140.1,129.4,136.4,127.4,122.7,135.7,0.042176997485566,0.000758460470811585,-4.97112860892389
"143",4712,"CAMSAP1L1",6280209,521.8,452,405.4,315,375.9,396.5,325,277.5,315.5,277.6,276.6,267.6,0.0422675071679146,0.000760981258733877,-16.1475065616798
"107",3025,"C12ORF49",3170102,752.6,640.1,598.3,476.3,506.7,499.6,477.4,384,516.8,389.9,350.7,385.3,0.0424392182129365,0.000771544722812781,-23.792125984252
"149",4956,"CCDC122",1400768,110.5,105.4,107.7,109.1,107.8,108.9,113,108.9,112,124.4,113,122.2,0.0424392182129365,0.000778334859818386,1.15905511811023
"155",5169,"CCNB1IP1",510114,1492.3,1259,1261.8,939.3,1061.5,1044,865.3,708.3,854.1,762.2,762.1,783.9,0.0424392182129365,0.000775365186407264,-49.3125984251968
"211",6559,"COX19",1450255,505.7,470.2,466.4,338.8,353,386.5,334.5,261.7,274.9,285.9,269.9,277.9,0.0424392182129365,0.000770384817732563,-17.3900262467192
"263",8388,"DST",4120563,145.6,133.7,149.6,122.5,151.8,140.8,125.7,123.1,127.1,115.3,108.2,119.2,0.0424392182129365,0.000768392430540705,-2.81207349081365
"344",11299,"FYCO1",6900278,859.6,832.4,794,741.8,706.5,717.7,757.1,676,787,647.4,638.7,594.4,0.0424392182129365,0.000768817904044833,-16.2671916010499
"440",16361,"HS.579631",3520168,298.6,277.4,283.8,309.7,341.8,339,385.3,252,376.1,519.1,425.9,448,0.0424392182129365,0.000774723403445204,15.8847769028871
"696",34549,"NTF3",2940441,136.3,131.7,129.4,135.6,128.6,121,126,114.9,111.6,117.4,111.5,107.6,0.0424392182129365,0.000768410079548747,-1.99370078740158
"782",37605,"PROM2",4120193,1510,1014.8,1119.9,1210.3,1575.9,1182.7,1992.2,1464.8,1934.1,1894.7,1911,2239.2,0.0424392182129365,0.000778016730224978,80.5097112860893
"860",40246,"SERF2",1300093,1097.2,1069.4,973.3,813.8,870.4,876.3,864.6,631.4,795.8,678.6,663.9,731.3,0.0424392182129365,0.000776177175918137,-30.4262467191601
"890",40967,"SLC2A1",4590370,6007.7,5655.7,5591.1,4584,4476.6,5466.4,4971,4156.4,4313.9,3880,3917.1,4263.8,0.0424392182129365,0.000766452186658809,-147.800787401575
"903",41275,"SLIT2",4560592,176.5,191.4,165,188.7,171.8,182.6,148.3,147.1,160.6,145.2,142.7,148.5,0.0424392182129365,0.000776047349731998,-3.57690288713911
"932",42215,"SPTBN1",5390487,1441.7,1165.5,1213.3,754.2,987.4,826.9,787.8,752.2,744,622,624.8,610,0.0424392182129365,0.000776500628072767,-53.4839895013124
"956",42852,"TACC2",3140743,703.1,635.1,602.9,528.2,617.6,533.4,515.4,379.7,488.5,397.3,451.1,442.1,0.0424392182129365,0.000778421516151319,-19.9808398950131
"971",43560,"TK1",4730196,165.7,149.8,142.9,148.6,168.9,157,232.6,187.2,210.6,218.6,200.5,221.4,0.0424392182129365,0.000775280736145453,6.42703412073491
"1017",44768,"TTC39C",3310142,276.4,234,227.3,213.8,227.3,224.5,197.4,185.8,196.8,177.6,184.6,193.3,0.0424392182129365,0.000766684982166785,-5.62020997375328
"144",4781,"CARD9",3710685,170.6,189.2,166,143.1,147.4,161.2,131.3,133,129.2,137.4,116.5,126.1,0.0426442212014691,0.000785971681402122,-4.31417322834645
"405",12986,"HIST1H2BD",6200669,648.2,513.5,527.5,495.3,543.5,508.3,504.6,329.4,455.9,365.6,341,381.9,0.0426442212014691,0.000784076462555791,-19.1509186351706
"892",41042,"SLC35F3",6420411,241.3,213.7,215.3,181.5,221.7,212.1,188.1,166.6,197.9,158.3,161.7,179.6,0.0426442212014691,0.000786687342494823,-5.2724409448819
"1024",44919,"TULP4",4200440,531.3,467.4,383.4,385.6,413.4,421.6,383.4,337.4,353.9,334.4,294.9,307.8,0.0426442212014691,0.00078628856364361,-13.5099737532808
"1097",47263,"ZPLD1",6580113,604.1,505,465.6,744.3,922.2,755.3,914.5,649,1029.2,1015.3,1035.6,1140.8,0.0426442212014691,0.000786311541107833,45.1561679790026
"81",2289,"BARX2",6550168,105.1,114.5,114,120.4,128.3,111.4,127,128.4,131.1,135.3,126.9,144.3,0.0427140397100835,0.000795028532086358,2.2259842519685
"141",4672,"CALML4",4610209,168.1,166.5,161,206.8,202.9,210.2,226.4,218,225.7,219.6,239.8,228,0.0427140397100835,0.000793308205140458,5.3257217847769
"270",8555,"EARS2",1170156,466.9,415.5,379.1,329.1,365.4,364.2,333.9,271.2,313.8,279,275.4,298,0.0427140397100835,0.000791908022488269,-12.0220472440945
"400",12850,"HERPUD1",4610189,5816.2,4991.6,4718.4,2509.7,2602.3,3091,1830,1450.6,1716.7,1393.7,1231.7,1528,0.0427140397100835,0.000795196183348129,-317.363254593176
"452",16901,"IFFO2",4900653,110.8,108.8,107.2,116.9,117.7,107,114.2,120.4,121.2,118.8,125.2,128.5,0.0427140397100835,0.000792185328457665,1.39737532808399
"551",21320,"LOC100133312",6620373,241.6,262.9,241,210.5,207,199.8,187.6,165.3,187.3,177.7,177.8,173.1,0.0427140397100835,0.000794910795787658,-6.22677165354332
"767",36905,"PNMA3",7320270,224.3,209.3,196.7,161.4,161.6,176.1,138.2,145,141,147,127.5,135.8,0.0427140397100835,0.000790598785273911,-6.28923884514436
"951",42530,"STK32B",840670,424.1,430.7,410.4,441.3,430,416.4,439.6,314.4,380.8,306.9,321.3,324.9,0.0427140397100835,0.000789842054317549,-10.8097112860893
"227",7045,"CTSA",6840246,1183.6,873.2,865,814.5,878.7,871,773.3,713.8,791,624.4,609.9,671.1,0.0427432828871821,0.000797547044553004,-30.698687664042
"977",43697,"TMEM126B",2750600,2697.7,2488.6,2163,1998.6,2352,2341.6,2121.1,1749,2172.9,1754.7,1693.7,1792.5,0.0427432828871821,0.000797295396688883,-64.640157480315
"591",30681,"LOC731895",3710048,493.4,429.3,390.8,428.2,478,457.9,370.2,328.6,364.9,340.7,302,329.8,0.0428039599912694,0.000799583725298104,-12.7154855643045
"451",16877,"IDH1",6270670,3356.2,2533.2,2559.6,2403.7,2321.1,2109.5,2074.3,1739,2091.2,1645.2,1660.3,1775.7,0.0428266598085683,0.000800912747090906,-98.2391076115485
"225",7001,"CTH",6220504,229.3,231,226.4,154.4,157.2,172.9,131.9,140,149.4,118.5,131.8,135.7,0.0429736495935127,0.00080456973437551,-8.21049868766405
"1082",46464,"ZMIZ2",7150541,249.9,261,263,215.8,226.2,220.4,223.7,189.9,224.4,190.7,194.6,202.8,0.0430072590769214,0.000806107786937204,-5.10209973753281
"179",5719,"CENTG3",6220164,432.2,392.5,383.2,318.5,365.4,331.8,305.2,275.2,359.1,285.9,248,290.1,0.043075765991697,0.000808302098358661,-10.9779527559055
"613",31354,"MANSC1",1190528,195,206.8,189.7,217.5,230.6,241.2,279.5,219,266.5,262.1,269.1,280.9,0.0430828397260422,0.000809345234166293,6.5753280839895
"710",35379,"OSBPL8",3170274,312.6,307.8,295,230,260.2,289.4,257.5,213.7,251,207.4,198.3,235,0.0432152928530303,0.000812746669467213,-7.88398950131234
"112",3582,"C1ORF186",2710487,124,123.5,119.1,126.3,134,134.8,151.8,134.6,133.1,153.1,142.3,175.6,0.0433061898202543,0.000815371280980636,3.19186351706037
"651",33201,"MSTO1",290554,186.7,187.7,186.8,159.3,157.6,194.8,141.4,159.2,159.7,138.3,145.2,145.5,0.0433941860698992,0.000817945057886231,-4.04383202099738
"554",22117,"LOC196752",150224,168.1,162.9,164.8,161.5,162.7,157.8,151,149.9,163.4,138.5,148.9,153.1,0.0434362274024508,0.000819655369912908,-1.72598425196851
"983",43895,"TMEM50B",4480647,171.4,172,154.7,144.3,159.7,158.4,136.3,127.9,129.1,130.2,139.1,118.3,0.0434789015876956,0.000821379414225637,-3.56194225721785
"184",5856,"CHD4",4640435,541.9,466.1,470.8,449.8,511.2,453.3,454.2,426.5,432.1,411.3,369.7,403.2,0.0435787968423496,0.000824788453978162,-9.30367454068242
"257",8241,"DOCK9",2230044,266.8,252,228.8,180.6,192.7,190.4,185.6,174.6,183.8,157.9,159.9,158.1,0.0435787968423496,0.000826029219778704,-7.21286089238846
"1050",45474,"UST",7380338,240.1,195,240.9,148,165.2,175.2,139.7,132,143.9,124.9,116.4,129.7,0.0435787968423496,0.000825679776532543,-8.51128608923885
"8",145,"ABCG1",6060377,366.9,336.8,294.4,238.1,247.5,260.8,240.2,192.4,228.3,203,195.6,185,0.0437095267493474,0.000832321466709642,-11.5220472440945
"713",35407,"OSTM1",4060575,440.2,404.3,365.3,312.1,359.7,375.4,302.1,233.3,341.9,273.7,250.4,261.6,0.0437095267493474,0.000831286256388041,-12.9690288713911
"837",39694,"RYBP",840554,742.4,611.5,612,508.9,563.6,584.4,553.9,434.3,494.4,439.6,434,446.1,0.0437095267493474,0.000833125396274778,-18.8346456692913
"914",41469,"SNHG7",6760021,2165.9,1911.7,1924.6,1344.9,1369.6,1454.2,1146.1,972.3,1144.8,1001.6,911.9,1154,0.0437095267493474,0.000832668663144614,-82.7477690288714
"1089",46795,"ZNF433",2600674,255.6,252.2,251.3,241.9,255.7,244.1,248.7,222.4,252.6,215.2,214.3,228.2,0.0437095267493474,0.000832430199329935,-3.15118110236221
"763",36723,"PLD6",1980474,147,147.5,149.9,137.4,139.5,157.7,138.5,133.4,135.8,124.4,114.3,134,0.0437710066019386,0.000835222174451124,-2.32230971128609
"502",18128,"KIAA1632",4810079,154.6,165.7,162,139.6,137.9,152.4,140.4,133,136.2,127.8,129.6,135,0.043795218921544,0.000836609638126825,-2.52545931758531
"89",2526,"BIVM",1090367,536.7,465.6,447.9,433.7,503.6,495.3,434,328.1,429.6,318.6,341.4,372.7,0.0438358257633448,0.000838311652173933,-14.2755905511811
"180",5725,"CEP164",1070376,187.9,183.1,176,184.9,164.9,181.2,167.9,143.9,172.6,152.4,149.2,151,0.043893867423519,0.000840349172404713,-3.09186351706038
"672",33902,"NEDD4",5560576,252.6,284.1,258.1,185.4,208.9,205.9,182.1,157.5,171.9,159.3,163,163.2,0.0439716595462265,0.000844626049225955,-8.6750656167979
"673",33912,"NEFM",1660767,468.9,431.9,381.8,339.5,386.5,361.8,379.7,315,352.8,310.9,284.3,299,0.0439716595462265,0.000843795009631488,-10.9107611548556
"739",36184,"PELI2",3840491,356.7,315.6,268.7,237.5,273.7,272.1,224.9,210.9,253.7,193.3,201.4,212.8,0.0439716595462265,0.000844301139970923,-9.75459317585302
"845",39871,"SCARF2",5390703,122.1,137.8,126.6,134.2,133.5,120.7,122.3,120.8,115.3,100.1,103.5,115.7,0.0440357195217085,0.000846787075307033,-2.28897637795276
"217",6697,"CREB3L2",20110,1574.3,1346.2,1147.3,1096.2,1243.4,1281.7,1203.9,948.6,1104.2,890.9,855.4,933.1,0.0440751257361618,0.000848476207037664,-42.1272965879265
"181",5739,"CEP350",5340553,360.9,295.9,294.5,297.4,298.8,302.4,299.3,244.8,270.2,249.5,237.1,234.8,0.0440827207763697,0.000849553945186255,-7.26850393700787
"445",16657,"HSD17B14",2230133,282.1,233.8,253.1,163.3,169,178.1,135.5,140.7,153.7,115.3,129.9,132.4,0.0441370779913747,0.000851534184352747,-10.7139107611549
"783",37630,"PRPF8",6060349,1956,1815.3,1597.3,1484.6,1626.5,1804.9,1627.8,1416.9,1582.9,1347,1367.4,1205.8,0.0441590091539616,0.00085289044157642,-43.5690288713911
"2",45,"AARS",290603,5030.8,4861.2,4027.5,3045,3554.6,3228.5,2807.8,1986.1,2521.2,2253.9,2296.5,2274.8,0.0442362253153942,0.000855316572566948,-204.418372703412
"728",35961,"PCP4",6200148,138.5,142.3,125.6,134.8,142.2,154.1,122.4,115.3,127.1,108.9,105.4,113.5,0.0445042300827883,0.000861438935735986,-3.01811023622047
"102",2950,"C11ORF57",870154,363.8,340.1,325.9,365.8,327.2,346.7,314.3,271.2,312.3,275.1,255.7,298.4,0.04474930670109,0.000869480459299942,-7.14094488188978
"127",4263,"C6ORF211",2750129,676.3,588.7,535.9,498.6,532.1,516.2,506.5,405.7,456.6,391.2,410.4,442,0.04474930670109,0.000869965178982794,-16.4876640419948
"311",9812,"FAM53B",6380079,280.4,252.5,228.2,205.3,222.2,225.7,227.3,201.7,211.9,179.3,191.7,179.9,0.04474930670109,0.00086727126756956,-5.83543307086614
"891",40982,"SLC2A6",6180465,671.5,662.3,575.7,428.6,439.9,498.8,380.6,307.7,373,333.8,311.1,362.3,0.04474930670109,0.000869593847102846,-25.755905511811
"961",43059,"TBCD",5090543,421.3,401.1,384.4,380.6,398.7,418.8,405.7,330.9,346,330,307,338.1,0.0449225708181838,0.0008742828587272,-7.83543307086615
"852",40115,"SEC61A1",1030471,6462.2,6397.1,6609.9,4864,5026.5,5030.2,5336.8,4173.6,4953,4285.7,4016.6,4297.3,0.044969974195954,0.000876155700371269,-182.950918635171
"996",44327,"TRAM1L1",4900220,119.7,121.6,121,117.1,114.3,115.4,116.1,104.9,117.1,106.3,100.9,110.5,0.0449749494273097,0.00087720301589939,-1.32834645669292
"968",43498,"TIAM2",7050612,122.4,123,128,118.3,123,120.1,107.5,103.4,117.3,104.8,109.9,109.3,0.0449943247009262,0.000878531708126192,-1.63569553805775
"113",3614,"C1ORF24",3370768,2418.3,1994.2,2223.4,931.1,1065.5,1099.4,760.3,579.7,636.7,496.3,445.7,491.8,0.0450751989504683,0.000883705476588133,-141.848031496063
"307",9726,"FAM21A",1010050,181.5,171.5,165.1,140.5,165.4,152.2,142.8,135.4,147.9,133.6,131.6,138.6,0.0450751989504683,0.000883920812840154,-3.29553805774278
"1005",44580,"TRPV2",4390301,220.2,205.4,206.7,189.4,218.1,213.9,195.4,169.5,190.6,182,167.4,171.5,0.0450751989504683,0.000881858666923051,-3.76876640419948
"1083",46505,"ZNF134",3390376,135,130.5,137.7,134.3,131.6,128.4,124.9,116.2,132.2,120.9,119.9,116.9,0.0450751989504683,0.000883071240749651,-1.47322834645669
"691",34413,"NR2C2",7150382,159.8,157.3,153.7,141.3,156.7,156.4,137.3,143.1,150.2,139.3,124.1,138.6,0.0451583926374141,0.000886506492829231,-2.16272965879265
"884",40797,"SLC1A5",7610433,436.3,447.6,348.2,254.8,309,311.6,226.6,202.5,248.7,212.4,186.2,216.4,0.0451633763345026,0.000887558692202258,-17.6648293963255
"823",39071,"RND3",4210524,5381.6,4631.6,4616.2,3208.2,3586.7,3391.6,3359.8,2531.7,3330.8,2471.5,2545,2728.2,0.0453487878817896,0.000892160715042287,-186.918897637795
"242",7536,"DDIT4",3190148,3646.9,3422.5,3061.4,2233.4,2152.9,2507.6,2189.2,1624.9,1889,1529.9,1449.5,1960.3,0.0455031223715529,0.000896196127983119,-144.262729658793
"859",40228,"SEPT5",6960022,357.4,357.2,405.6,204.6,197.3,209.1,160,129.6,141.2,121.4,118.8,127.6,0.0455031223715529,0.000897120072114169,-20.6341207349081
"335",10989,"FNBP1",5270435,1155.6,1008.6,958.7,856,993.7,960.5,993.2,634.3,812.5,672,646.8,709.3,0.0455555244687086,0.000899496269178008,-33.9629921259843
"353",11583,"GCC1",1570280,1126.9,946.3,1043.7,687.3,723.2,766,717.1,545,646.5,523.4,554.2,585.4,0.0455555244687086,0.000900078511046269,-39.7937007874016
"105",3012,"C12ORF4",6420551,480.7,423.4,393.1,366.9,430.4,435.5,351.9,307.1,407.9,295,286,333.9,0.0455937125884925,0.000906174252449818,-12.4047244094488
"240",7477,"DCLRE1A",5900605,183.2,177.5,178.7,176.4,196.2,185.6,179.3,170.6,171.6,163,156,156,0.0455937125884925,0.000907054302264244,-2.36902887139108
"249",7985,"DKK3",4070133,5513.8,4464.6,4662.9,3289.5,3970.4,4030.7,3111.2,2139.8,2935.1,2512.8,2444.9,2853.3,0.0455937125884925,0.000906746037410466,-205.040682414698
"288",8906,"EML1",1170093,1730.9,1510.9,1359.3,1561.7,1676.4,1697,1427.7,1041.3,1178.6,989.9,1038.9,1110.2,0.0455937125884925,0.000907577230064873,-55.438845144357
"558",22446,"LOC338758",6650035,234.1,247.2,205.7,217.5,221.6,230,216,174.7,192.8,184,176.9,180.6,0.0455937125884925,0.000903229627040602,-4.89107611548557
"873",40544,"SHC2",1410440,280.5,274.8,254.1,200.8,227.5,222.2,189.3,186.6,205.7,200.5,182,162.4,0.0455937125884925,0.000904288545221941,-7.44120734908137
"1054",45641,"VPS11",6220563,306.5,274.3,273.6,242.7,289.9,297.5,269.4,207.9,240,220.3,197.9,213.2,0.0455937125884925,0.000902627219087272,-7.4244094488189
"608",31215,"MAF",3610440,283.7,244.6,269.8,226.2,250.5,240.9,232.3,194.3,231.1,209.1,203.7,199.8,0.0456107605143171,0.000909148712330344,-5.52309711286089
"680",34096,"NIPA2",4670020,1815.9,1559.5,1503.4,1223.5,1419,1440,1238,928.3,1246.6,1040.7,1006.6,1090.5,0.0456107605143171,0.000911435199216861,-52.0795275590552
"980",43785,"TMEM18",4610646,191.4,188.7,172.8,154.8,175.8,179.6,170.1,154.8,155.8,150.6,144.6,152.4,0.0456107605143171,0.000911771853993702,-3.13517060367455
"1086",46535,"ZNF165",6200014,1470.7,1384.8,1375.4,710.6,725,894,576.4,489.3,625.1,521.8,425.2,475.7,0.0456107605143171,0.000911382382449239,-76.8296587926509
"705",34784,"OGDHL",3400685,865.2,750.4,623.3,746.4,759.9,794,757.7,623.8,668.1,500.6,511.2,517.9,0.0456952159279832,0.000914425744010314,-24.1364829396326
"69",1806,"ASCC3",650722,498.1,479.4,411.2,353.2,463.2,439.5,366.4,310.8,392.8,333.9,312.2,303.6,0.045719149775787,0.000916836910957079,-13.7569553805774
"539",19133,"LMOD3",1850561,164.3,168.4,161,138.7,155.1,151.1,156.4,140.9,133.1,126,135.1,134.3,0.045719149775787,0.000916421538091055,-2.78792650918635
"42",972,"ALS2",2140156,1107.4,965.1,933.9,792.8,880.6,863.2,776.9,685.6,817.2,726,667,725,0.045747551914815,0.000921369312234832,-25.6304461942257
"430",14247,"HS.390250",1030626,201,179.8,160.6,158.1,169.3,161.7,145.9,140.9,149.9,131.1,128.1,148.2,0.045747551914815,0.000921482984391801,-4.08372703412073
"523",18686,"L1CAM",1230735,588.1,489.8,504.7,426.3,520,483.5,465.6,434.6,434.6,364.8,416.9,390.7,0.045747551914815,0.000922240021273661,-12.2152230971129
"883",40796,"SLC1A4",6350392,250.6,227.1,261.9,149.1,163.8,171.2,137.1,117.9,125.6,117.8,107,125.3,0.045747551914815,0.000919705507032159,-10.7992125984252
"1042",45375,"USF2",6330088,317.2,285.9,252,219.3,282.4,231.4,227.4,207.8,232.3,187.8,199.9,189.5,0.045747551914815,0.000919024604981299,-8.13648293963255
"406",13017,"HIST1H4H",2970019,277.7,222.3,233.4,175.9,209.1,192.2,168.9,149.1,172.9,151.5,132.3,162.4,0.0458574988891658,0.000926660738916691,-8.26876640419948
"520",18565,"KRT8",3370056,2928.4,2284.4,2389,2305.1,2672.4,2426.9,3415.4,2978.9,3624.2,3427.4,3326.5,3885.1,0.0458574988891658,0.000926935309557035,110.936482939633
"649",33003,"MRP63",7550452,292,257.2,252.7,207.3,241.9,258.5,218,187.3,209.4,198.4,194,184.4,0.0458574988891658,0.000927363574518345,-6.83622047244095
"318",10243,"FEM1A",5890538,907.4,885,844.8,698.3,789.5,797.3,755,591.9,708.2,632.5,621.6,673.5,0.0458656014100033,0.000930435039063525,-20.7845144356956
"745",36315,"PGRMC2",1690326,3678.2,2963.6,3141,2382.2,3451.4,3111,2564.2,2329.4,2891.7,1879.2,1918.9,2332.2,0.0458656014100033,0.000930324873302246,-114.524934383202
"1018",44785,"TTL",7320386,826.2,744.9,584.6,593.7,686.1,666.8,636.5,576.2,529.3,477.2,442.7,510,0.0458656014100033,0.000929259230942118,-22.2874015748032
"510",18327,"KLF2",3850692,209.3,191.2,201.8,144.7,203.8,186,156.1,156.6,154.9,136.8,138.7,149.8,0.0462932784974918,0.000940089187838675,-5.39212598425197
"73",1982,"ATP2A2",1940053,1519.9,1250.6,1132.7,822.3,1023,992.3,769.7,600.5,729.7,642.3,635,662.6,0.0465580805530042,0.000957358962017194,-57.3181102362205
"117",3779,"C20ORF54",2070315,175,172.7,173,192,201.3,190.6,254.6,214.2,272.8,268.6,231.3,246.5,0.0465580805530042,0.000958937488544139,7.43884514435696
"160",5337,"CD320",2340327,822.4,641.9,646.1,601.5,673.3,668.9,617.5,528.2,624,488.6,465.7,532.9,0.0465580805530042,0.000948967361405587,-19.2291338582677
"284",8812,"EIF4EBP3",1850360,227.3,238.5,216.9,190.3,214.6,227.7,186.8,176,197.5,194.4,162.1,170.8,0.0465580805530042,0.000955469439873367,-4.87952755905512
"387",12546,"GTPBP2",650441,177.5,147.3,160.8,130.9,138.5,142.2,128.3,122.7,128.1,113.6,123.6,118.3,0.0465580805530042,0.000959240296244513,-3.68556430446194
"500",18074,"KIAA1267",1850079,510.6,463.2,389.4,365.4,463.9,383,367.4,331.2,361.8,303.4,324.5,301.5,0.0465580805530042,0.000956837630085915,-13.2721784776903
"503",18188,"KIDINS220",1400377,1187,902.7,827.7,800.5,918.9,888.8,781.9,650,785.6,593.9,629.2,632.6,0.0465580805530042,0.000955319758271382,-33.0556430446194
"681",34149,"NLF2",5860093,208.6,225.8,176.8,206.3,217.7,224.4,252.2,211.9,243.8,261.3,248.2,284.4,0.0465580805530042,0.00095665358446444,5.77375328083989
"701",34703,"NXN",2140431,689.8,744.2,670,662.7,625.7,688.9,662.8,563.8,647.3,581.7,578.9,570.3,0.0465580805530042,0.000955665153990191,-11.2963254593176
"819",38742,"REPS2",5690148,229.9,223.1,221.9,172,184.8,189.7,158.6,146,173,158.9,153.8,154.3,0.0465580805530042,0.000953478983448573,-5.89868766404199
"907",41353,"SMC3",2970292,756.2,695.2,613.5,574.9,598,607.8,583.8,436.3,585,453.5,470.9,491.9,0.0465580805530042,0.00095161111686034,-19.1123359580053
"999",44446,"TRIM44",1300239,1527.9,1479.4,1440.5,1199.8,1433.9,1346.7,1406.7,1136.6,1334.8,1039.5,1030.2,1197.1,0.0465580805530042,0.000953118488517604,-34.0535433070867
"1022",44889,"TUBB2C",2070368,1366.1,1198.6,1058.7,1240.6,1307.2,1232.5,1621.4,1309.2,1630,1751.9,1469.2,1843.7,0.0465580805530042,0.000951113542144285,48.2590551181102
"1023",44898,"TUBE1",6380673,156.7,158.9,174.8,128.1,141.1,162.4,138.1,126.2,134.5,116,120.2,127.3,0.0465580805530042,0.000954744191143342,-3.70603674540683
"380",12301,"GPX8",4730138,743.7,650.5,608.8,550.8,529,579.7,504.9,384.5,452.1,443.2,428.2,427,0.046835256116764,0.000965940662467757,-21.1566929133858
"261",8295,"DPP7",670608,510.9,431.5,423.5,412.4,424.7,440.3,411.3,357.7,370.2,372,324.1,357.4,0.0468718459108686,0.000968676231448333,-9.86797900262468
"339",11079,"FOXN2",6020612,513.5,466.5,426.2,359.9,404.2,385.8,364,279.5,388.7,302.4,301.3,310.6,0.0468718459108686,0.000968138787931868,-14.0926509186352
"652",33213,"MT1G",1170300,735.1,771.2,721.6,840,973.9,1074.6,1025.3,784.3,929.7,1241.4,1112.9,1298,0.0469034245198606,0.00097031998404462,38.8782152230971
"53",1123,"ANKRD12",7040132,383.6,337.5,299.6,323.6,357.5,337.5,294.1,228.5,287.9,237.6,251.3,250.8,0.0471288473070595,0.000978034993121731,-9.9262467191601
"219",6716,"CRELD2",6560390,3386.3,2770.2,3148,1767.7,1774.4,1948.8,1353.5,1130.1,1308.9,1207,1081.6,1181.3,0.0471288473070595,0.000978967033003814,-162.65406824147
"235",7235,"CYFIP2",6100768,1707.5,1623,1728,1622.1,1437.4,1616,1534.8,1153.6,1442.8,1252.5,1341.3,1242,0.0471288473070595,0.000976683904400015,-38.3517060367455
"475",17598,"JMJD1C",6960523,542.3,461.7,442.1,373.8,407.8,392.2,370.3,263.9,312.4,321.1,265.1,299.8,0.0471288473070595,0.000977066196619856,-16.689501312336
"329",10522,"FLJ20444",1770148,265.8,261.1,238.9,190.7,216.5,196.6,171.4,170.6,174.1,139.7,189,159.4,0.0471730468943537,0.000980881984321451,-7.93123359580053
"829",39301,"RPAP1",1450678,186.3,172.9,174,166.4,188.3,173.4,165.5,158.6,169.2,154.1,141.8,159.6,0.0472535516904789,0.000983554474887935,-2.58976377952756
"677",34001,"NFE2L1",4210176,2192.4,1822.8,1774,1262.8,1434.3,1319.9,1234.9,913.2,1121.3,1034.5,863.2,1005.1,0.047374241793407,0.0009870676501553,-80.8803149606299
"256",8230,"DOCK1",2360196,420.4,376.4,344.2,316.7,369.2,329.5,316.8,274.2,325.7,270.4,270.6,292.9,0.0473785735621381,0.000988159079217934,-9.20157480314961
"798",38235,"RAB3GAP2",5700273,954.7,840.3,784.9,725.2,828.7,743.5,789.8,568.4,730,592.8,574.1,616,0.04745308457598,0.000990715879404692,-23.9761154855643
