"","X","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","FDR","P.Value","Slope"
"252",8139,"DNAJC12",2450411,172.4,174.4,176.7,146.4,151.8,155.1,140.4,116.9,128.2,117.9,112.6,121.6,0.00903382493247984,2.82527753947767e-05,-5.20157480314961
"264",8463,"DUSP3",6560156,3969.5,3734.9,3223.4,3186.9,3496.3,3305.9,3085.9,2610,3103.8,2464.5,2296.4,2341.4,0.00910953148384982,2.88306730133152e-05,-119.340419947507
"1064",45986,"WNK4",7150411,123.4,126,127.9,113.9,135.4,125.4,133.2,144.9,136.9,178.7,163.5,174.9,0.00910953148384982,2.88745371717235e-05,4.63517060367454
"140",4636,"CAD",3360402,297.7,257.1,254.6,241.6,251.1,231.3,238.6,233.2,205.8,178.1,175.4,187.3,0.00933517773848782,2.97870346028709e-05,-8.03097112860893
"238",7353,"CYTSA",7560735,273.7,255.3,260,228.3,247.3,240.5,213.9,200.1,209.7,192.6,171.9,206.7,0.009739927844297,3.12843444484319e-05,-6.77086614173229
"120",4032,"C3ORF36",2760064,125.7,124,133.7,134.8,150.1,145,140,145.1,149.8,165.5,173.3,180.7,0.0097908619029179,3.17795722116907e-05,3.94671916010498
"352",11582,"GCAT",7560164,605.2,550.6,544.9,487.6,498.5,509.8,485.9,388.6,466.7,395.2,373.1,378.4,0.0097908619029179,3.1861731780516e-05,-16.6482939632546
"574",25311,"LOC644330",5810709,430.8,389.5,388.3,362.5,407.2,411.6,470.4,426.1,442.5,570.8,555.8,523.8,0.00987463536626058,3.234301463919e-05,14.9577427821522
"735",36030,"PDE1A",5900189,1899.7,1957.6,1650.6,1916.7,1854,2120.8,1651.1,1099.1,1444.4,827.1,815.7,867.7,0.0100896745799141,3.3449110643929e-05,-106.3343832021
"1034",45175,"UCHL1",4640500,6120.9,6057.7,5114.9,5070.1,5120.3,5144.6,4399.4,3765.1,4403.7,3804.5,3482.2,3757.6,0.0100896745799141,3.34737634775165e-05,-195.92782152231
"598",30897,"LRP3",730458,1223.7,1039.9,1007.8,915.3,925.9,1009.5,944.2,804.2,909.2,653.3,634.6,705.5,0.010116204823331,3.3775550199402e-05,-37.9530183727034
"277",8672,"EFEMP1",6900408,452,433.1,437.7,482.2,581.8,581.5,742.4,585.9,771.1,754.3,785.6,893.2,0.0102030826116787,3.42812191800376e-05,34.811811023622
"75",2114,"ATRN",6520243,555.6,490,480.7,462.5,510.2,486.7,457.3,403.9,402.3,381.1,349.4,297.2,0.0107561989717436,3.69813189339603e-05,-16.2055118110236
"342",11224,"FTHL2",4060561,225.4,209.9,215.9,203.8,197.8,221.5,172.6,172.5,182.1,170.9,160.8,166.2,0.0107561989717436,3.66575667189476e-05,-5.11049868766404
"490",17931,"KIAA0101",5090754,212.2,216.3,204.5,246.1,280.9,251.5,468.1,353.3,452.7,457.5,432.1,534.3,0.0107561989717436,3.67875181182072e-05,26.3661417322835
"780",37546,"PRKDC",5490445,136.9,133.6,125.9,126.1,132,127,120.2,118.1,118.5,117.1,111.7,110.8,0.0107561989717436,3.70488014790737e-05,-1.8485564304462
"299",9360,"EXT1",4220431,1153.6,969.5,1019.3,672.7,782.5,858.5,580,506.7,611.7,413.3,423.6,465.1,0.0107921149185212,3.78482640975287e-05,-54.6700787401575
"413",13160,"HNMT",3870102,636.6,623.1,573.7,636.2,708,791.5,970.6,717.5,890.5,1033.3,960.8,1028.7,0.0107921149185212,3.78566675078612e-05,37.4060367454068
"998",44398,"TRIM2",7150240,1386.6,1011.5,1051.2,942.2,1102.9,1056.3,746.2,582.2,697.8,530,455.8,529.8,0.0107921149185212,3.77698472318859e-05,-63.8086614173229
"33",724,"AHNAK2",5260594,1153.9,751.7,825.5,758.8,838.6,819.2,571.9,484.6,468.2,372,298,329.6,0.0110122403211702,3.91903778912213e-05,-56.7409448818898
"97",2726,"BTBD11",6510608,558.2,703.6,583.8,389.8,398,432.8,252,224.5,250.2,175,168,155.8,0.0110122403211702,4.02577515280612e-05,-40.0902887139108
"101",2905,"C10ORF99",4250092,325.6,219.4,197.8,406.4,563.4,404.9,752.1,540.8,633.6,732.8,755.6,913.8,0.0110122403211702,4.01678021885469e-05,50.1855643044619
"186",5870,"CHES1",4230470,672.7,532.5,510.1,426.8,477.7,493.5,412.3,298.2,390.5,278,239.4,267,0.0110122403211702,3.95698289779829e-05,-28.3803149606299
"676",33979,"NFAT5",3120136,267.7,274.4,252.6,224.9,247.7,254.8,252.3,225.4,225,193.9,194.8,177.6,0.0110122403211702,3.91746556816706e-05,-6.79343832020998
"751",36514,"PIK4CA",4920273,1566.8,1537.4,1419.1,1429.9,1393.3,1487.1,1414.3,1120.7,1247.9,1145.3,1052.6,1040.3,0.0110122403211702,3.9776600833022e-05,-41.5669291338583
"937",42250,"SREBF1",6840044,398.8,332.5,316.5,288.8,293.1,322.9,259.4,240.8,284.6,200.5,194.9,222.6,0.0110122403211702,4.00687002071229e-05,-13.0409448818898
"488",17888,"KDELC1",160209,418,392.3,373.8,345.6,377.6,434.4,304.6,228.6,311.3,218.4,220.1,230.9,0.0110175207641923,4.05098707387413e-05,-17.6459317585302
"1066",45996,"WNT3",4070615,162,167.9,160.5,144.6,148.2,157.4,136.2,133,129.7,126.6,121.7,132.2,0.0111714348847176,4.13118590289201e-05,-3.41417322834646
"109",3184,"C14ORF78",3390551,1836,1321.5,1516,1351.8,1382,1365,1101.8,760.6,801.5,691.1,707.5,626.7,0.0111942013077137,4.16325978944194e-05,-86.4149606299213
"381",12317,"GRB10",2810615,1149.3,1099.6,1033.2,713.8,753.5,759,582.3,443.1,560.4,372.2,388.9,433.1,0.011371845005399,4.25335791466226e-05,-60.8094488188977
"139",4568,"CABLES1",4050411,389.8,356.5,298.4,289.2,301.1,319.9,270.7,237.2,262.3,219.6,192.2,212.6,0.0114475662847819,4.32823019207342e-05,-12.9136482939633
"346",11312,"FZD4",620255,2322.6,2166.7,1985.8,1613.1,1883.5,1748.9,1726.7,1467,1744.4,1271.7,1233,1244.1,0.0114475662847819,4.33006015040456e-05,-77.7994750656168
"632",32114,"MICB",3170064,304,308.3,288.5,258.4,260.1,253.5,222.8,237.3,243,217.4,204.3,221.3,0.0115366402291443,4.38813101715017e-05,-7.46719160104987
"812",38671,"RCOR3",3800431,655.5,599.6,544.4,549.6,580.5,587.5,501.7,393.1,486.3,397.7,385.4,402.5,0.0118646644295814,4.56304318446382e-05,-20.4569553805774
"1080",46420,"ZFYVE26",5890241,833.5,721,674.3,695.9,664.8,646,633.5,504.9,555.8,485.8,484.5,430.3,0.0118646644295814,4.55363271860233e-05,-25.9766404199475
"450",16852,"ICAM1",130044,181.8,183.5,174.5,162.7,170.6,169.6,172,146.9,145.5,131.8,136.1,143.9,0.012148901503245,4.69803050333629e-05,-3.94304461942258
"14",210,"ACACA",2630692,1461.4,1316.2,1204.3,917.9,1008.2,1038.8,855.2,745.1,790.4,658.4,653.8,586.5,0.0121612666088167,4.77990742184542e-05,-60.6188976377953
"133",4505,"C9ORF61",2000390,243.3,224.5,208.8,187.8,199.4,207.6,165.4,172.5,173.7,129,150.1,166,0.0121612666088167,4.75886072170661e-05,-7.08398950131234
"300",9391,"F11R",50307,281.6,255.6,282.3,284.9,289.9,296.5,365.8,381,340.3,375.3,362.1,400.5,0.0121612666088167,4.75813019143918e-05,10.753280839895
"1059",45801,"WDR19",6510397,716.2,690.4,638.8,614.1,638.5,562.3,536.2,421.6,500.4,416.5,453.8,434.8,0.0123661966610546,4.88658532979144e-05,-23.3740157480315
"587",29838,"LOC728946",60338,117.4,116.3,119.9,118,124.2,124,136.8,124.6,140.5,140,142.2,140.1,0.0124773294106493,4.95686649029449e-05,2.251968503937
"518",18511,"KRT18P28",2260068,157.2,158.5,150.9,152,172.2,159.4,193.1,179.7,166.7,189.9,204.1,213,0.0127121161007508,5.14109301055198e-05,4.58162729658792
"593",30827,"LPAR1",1050356,809,626.3,612.2,530.7,638.8,635.4,473,390.6,462.1,323.1,312.6,381.9,0.0127121161007508,5.14341600455782e-05,-33.0430446194226
"706",34797,"OGT",1070300,1033.1,1025.5,828,776.4,798,840.9,736.6,554.9,666.8,509.1,521.5,558.9,0.0127121161007508,5.11236221830709e-05,-39.541469816273
"797",38215,"RAB32",2190128,3554.6,3671.6,3243.3,2880.8,3079.2,2980.9,2465.6,2105.1,2745.2,2251.1,1864.4,2224.3,0.0127121161007508,5.15758994853276e-05,-126.563254593176
"938",42254,"SRGAP1",2470220,462.1,428.2,353.5,318.6,363.4,419.9,309.4,258.2,264.4,223.2,220.5,204.2,0.0127333890252879,5.1931282502812e-05,-19.0679790026247
"442",16584,"HS.8038",2340725,205,202.6,184.2,180.7,181,183.4,184.7,163.7,176.1,156.7,151.8,154.9,0.0127823794046034,5.29414103776654e-05,-3.78451443569554
"471",17553,"ITPR3",6180133,8277.2,7409.5,7294.9,6331,6235.5,6473.4,6296.1,4960.3,5085.1,3930,4811.5,4758.7,0.0127823794046034,5.29040771265069e-05,-281.754593175853
"553",21853,"LOC100134794",6550280,170.8,155.1,128.3,150.4,174.8,171.9,198.5,179.9,184.4,223.2,215.6,255.1,0.0127823794046034,5.25510334670813e-05,7.55669291338583
"166",5476,"CDC42BPB",4200703,584.2,511,496.3,452.8,485.2,499.8,468.7,413.6,458.1,378.4,353.3,383.4,0.0127849899313379,5.32223869254603e-05,-14.3057742782152
"209",6451,"COL5A1",4920369,941.6,849.3,719,693.9,722.2,758.6,721.5,535.8,653.2,494.5,461.6,412.5,0.0128115180286514,5.3989694173877e-05,-34.6939632545932
"363",11860,"GLRA2",4120402,141.1,139.6,133.2,133.2,144.1,139.7,117,126.5,126.4,114.8,116.5,114.4,0.0128115180286514,5.41914215727151e-05,-2.41968503937008
"607",31212,"MAEL",770224,161.8,157.5,154.7,134.3,132.5,140.3,117.7,113.9,126.6,109.1,111.5,114.3,0.0128115180286514,5.44157201309918e-05,-4.11102362204725
"816",38731,"RENBP",5810678,1445.3,1145.7,1111.6,758.4,786.9,852.5,589.5,496.2,542.3,338.7,358.5,353.3,0.0128115180286514,5.36308697475736e-05,-77.2976377952756
"182",5824,"CGNL1",110100,958.9,899.3,833.4,917.2,934.9,942.8,767.5,560.2,616,510.3,556.1,522.6,0.0128394043717232,5.48054790078416e-05,-40.0091863517061
"161",5386,"CD70",4220068,278.2,256.3,259.4,249.6,253.9,270.3,202.7,182.1,196.7,182,170.8,194.4,0.0128680632458693,5.60154899023535e-05,-8.62125984251969
"384",12414,"GRN",1940021,3135.3,2497.4,2542.1,2283.3,2526.6,2060.8,2126.9,1788.3,2145.9,1496.6,1490.3,1512.9,0.0128680632458693,5.55919943392936e-05,-109.729396325459
"856",40131,"SEL1L3",1470551,4045,3181.1,3131.9,2764.2,2946.6,2989.3,2668.9,2100,2564.9,1893.1,1883.5,1846.2,0.0128680632458693,5.59090416040706e-05,-143.258005249344
"879",40655,"SIRT2",4860411,222.5,206.3,213.8,221.8,208.6,208,201.4,176.5,187,175.3,176.4,167.2,0.0128680632458693,5.58160186014409e-05,-4.2488188976378
"152",5113,"CCDC93",730343,960.7,929,803.8,766.6,795.4,800,767.5,576.3,674.6,590.9,564.9,528.3,0.0128804306129009,5.66136882167952e-05,-30.985564304462
"455",17000,"IGF2R",2810156,4846.3,4390.4,4100.4,3311.1,3230.2,3078.4,2813.3,2315.5,2423.2,2109.9,2112.4,1709.2,0.0128804306129009,5.64937940555189e-05,-214.830446194226
"308",9731,"FAM21C",1410678,230.3,210.8,212,201,197.4,187.3,173.3,154,181.6,165,137.3,154.7,0.0128905476620298,5.69305509237416e-05,-6.0488188976378
"323",10295,"FGF12",4070184,138.7,135.9,138.7,119.1,123.3,123.2,122.4,111.6,113.4,104.3,106.7,110,0.0129509009566699,5.78611957849783e-05,-2.62703412073491
"359",11773,"GINS2",6020735,143.2,140,116.4,149.7,185.6,178.4,241.4,201.5,223,234.6,231.6,265.4,0.0129509009566699,5.80181096467684e-05,10.357217847769
"1094",47215,"ZNF84",3290687,248.9,221,225.9,206.9,219.9,221.2,198.2,170.7,195.2,183.5,159.8,161.5,0.0129509009566699,5.76946034165586e-05,-6.07979002624672
"44",1004,"AMDHD2",6110280,352.2,327.4,307.3,271.8,280.8,265.7,241,267.8,251.6,212.4,230.2,206.7,0.0129618472996775,6.03119688038875e-05,-9.60944881889764
"116",3753,"C20ORF194",5130167,243.2,232,245.1,220.5,219.2,213.8,211.9,208,182.9,192.4,184.3,177.3,0.0129618472996775,5.97394943548942e-05,-4.97795275590552
"126",4236,"C6ORF168",1580139,247.6,227.2,228.6,177.2,202.5,213.3,155,157.1,168.2,152.1,139.9,144.1,0.0129618472996775,5.98597802573411e-05,-8.14120734908137
"347",11403,"GADD45G",5570114,184.2,169,162.5,176.1,165.2,162.6,156.4,146.3,152.4,128.7,133.9,144.5,0.0129618472996775,5.88245012402723e-05,-3.58372703412074
"685",34263,"NOMO1",2650040,417.2,357.1,376.9,375.8,404,359.6,321.7,268.2,325.3,258.7,258.9,274,0.0129618472996775,6.01348486843475e-05,-12.4099737532808
"771",37214,"PPM1H",450414,1260.2,1013.4,1001.6,1022.3,1102.8,1126.3,1000.4,842.6,913.1,727.3,657.9,646.6,0.0129618472996775,5.91217752281509e-05,-41.5748031496063
"886",40860,"SLC25A14",1710754,517.1,532.1,523.2,454.2,491.6,506.2,486.2,424.8,472.3,412.9,377.3,417.8,0.0129618472996775,6.05322623931012e-05,-10.8897637795276
"988",44149,"TOLLIP",6650612,344.7,361,322.6,329.7,345.1,330,326.3,273.6,309.8,273,249.2,263.5,0.0129618472996775,5.83915932157865e-05,-7.95511811023623
"1028",45023,"UBC",6020195,232.4,241.7,225.3,191.2,204.5,180.5,172.5,147.4,172.5,148.1,132.1,153.6,0.0129618472996775,5.9829853935232e-05,-7.83517060367454
"206",6439,"COL4A1",5910431,7456.7,7458.9,6163.1,7626.1,7616.7,7106,6571.9,5041.5,5617.9,4118.4,4205.8,4115.5,0.012975355628504,6.08695338319186e-05,-308.958792650919
"70",1817,"ASF1B",2630673,117.6,121.4,121.4,131.7,140.9,135.5,156,143.3,152.3,163.4,148.6,169.7,0.0132762543971891,6.31199944913489e-05,3.67322834645669
"301",9398,"F2R",4570398,1233,1070.5,1024.6,683.4,792.3,731.3,564,454.9,661.3,369.7,349.4,422.6,0.0132762543971891,6.31227360769089e-05,-62.8007874015748
"562",23168,"LOC399965",3520333,300.2,269.4,316.4,259.3,301.3,278.9,382.5,331.9,409,476.1,408.1,497.9,0.0132762543971891,6.29086349686188e-05,17.4816272965879
"513",18376,"KLHL28",7330575,278.7,250.1,256,227.7,254.6,245.4,231.4,210.9,231.1,207.3,191.9,204.1,0.0132782083254634,6.34126129272178e-05,-5.55196850393701
"460",17208,"IL6",4040576,321.7,287.2,303.7,312.9,378.1,321.4,383.7,296.7,397,531.5,491.9,551.4,0.0133551792639591,6.42699362540013e-05,20.4120734908136
"620",31674,"MCM7",730274,113.3,108,109.3,121,114.7,110.9,119.7,124.4,117.9,124.5,128.6,131.5,0.0133551792639591,6.4344628873543e-05,1.65564304461942
"255",8196,"DNER",4570669,284.1,225.4,237.1,187.5,229.5,224.5,178.6,171.8,194.2,155.7,133.8,144.1,0.0134056488392624,6.51929937754375e-05,-9.53937007874016
"811",38651,"RCBTB1",6760195,189.4,191,182.2,163.7,175.4,170.2,142.8,155.4,152.1,150.8,137.1,141.6,0.0134056488392624,6.54376282541179e-05,-4.08215223097114
"1070",46216,"ZBED2",3940088,191,163.9,161.4,182.5,208.2,194.6,223,233.5,246.7,254.4,236.5,289.6,0.0134056488392624,6.51622027541607e-05,8.39685039370078
"343",11260,"FUT2",830082,141.1,141.4,137.4,123.4,161.9,140.7,169.7,161.9,166.8,178.1,191.5,199.9,0.0135055024834598,6.62104383949173e-05,5.04383202099738
"585",28818,"LOC653450",2230041,329.3,291.9,272.3,234.9,248.6,256.8,217.9,230.2,242.8,186,178.1,197.9,0.0135459156085312,6.66948066857082e-05,-9.49396325459318
"861",40291,"SERPINB3",1470056,116.6,114,119.7,141.3,125.6,117.8,139.9,117.1,146.5,231.5,232.9,264.9,0.0135772738836301,6.71361090541481e-05,11.7648293963255
"668",33726,"NCAPG",1450280,113.7,114.4,108.1,117.2,130.7,131.8,159.6,138.9,136.5,153.3,154.9,156.6,0.0138706015944023,6.88796436127156e-05,3.99816272965879
"194",6067,"CLCN7",2060088,6441.3,6085.6,5937.3,4405.7,4684.9,4893.6,4582,4004.2,4559.3,3527.3,3160.6,3640.2,0.01388371901311,6.98249292124375e-05,-225.382152230971
"427",14091,"HS.324250",3420494,194.1,194.1,187.3,182.4,191.8,169.3,179.9,168.5,177.6,158.3,156.2,142.9,0.01388371901311,6.926630878297e-05,-3.55958005249345
"806",38446,"RASAL1",3930446,333.8,304.4,277,352.3,390.3,380.7,460.4,372.8,471.4,494.2,461.5,537.8,0.01388371901311,6.97247662269526e-05,17.5272965879265
"77",2167,"AXL",4640403,1974.4,2016.4,1769,1585.6,1760.4,1657.1,1645,1239,1442.8,1253.6,1240.6,1211.6,0.0139182676980383,7.0292795888493e-05,-62.2847769028872
"279",8704,"EGFL6",3120021,305.6,386.6,275.8,211.4,217.9,275.2,166.5,153.3,178.2,104,123.2,112.4,0.0139304534685102,7.07545267100572e-05,-18.801312335958
"634",32780,"MLLT11",2630474,1116.4,978.8,783.9,1104,1171.3,1245.2,1448,1029.7,1456.5,1660.2,1688.9,1783.9,0.0139304534685102,7.09430781208074e-05,68.1102362204725
"268",8531,"DYSF",4220187,237.1,224.9,200.4,171.1,202.4,195.1,172.1,148.9,167.9,141.2,141.1,143.4,0.0141094531328703,7.21528148713019e-05,-7.13490813648294
"326",10396,"FKBP11",5860204,443.3,394.8,389.7,283,302.2,314,270.1,202.3,244.4,180.5,191.3,205.9,0.0141192707878262,7.27997394972761e-05,-18.8456692913386
"421",13780,"HS.181245",3840390,191.9,163.4,176.2,180.4,199.6,176.8,213.6,192.3,231,230.1,256,239.9,0.0141192707878262,7.27333441203333e-05,6.34724409448819
"38",823,"AKR1B15",2760274,117.3,102.5,103.1,114,111.1,114.3,125.8,118,115.5,134,129.4,129.8,0.0142667284141092,7.38615147276538e-05,2.18871391076115
"20",320,"ACSL3",1580524,4963.7,4471,4195,2983.4,3130.7,3114.9,2544.8,2391.9,2714.6,1923.1,1775.1,2020.1,0.0146098119127978,7.65256965202798e-05,-222.808661417323
"992",44231,"TPD52L1",2650553,2433.4,2333.9,2115.1,2042.5,1955.6,2093.1,2106,1639.2,1926.4,1614.3,1406.8,1533,0.0146098119127978,7.65638981969415e-05,-69.3049868766405
"1088",46694,"ZNF322A",2650240,853.1,837.8,759.3,586,684,633.9,558.7,458.3,558.6,427.1,461.4,449.6,0.0146098119127978,7.62313026583504e-05,-32.4485564304462
"604",31141,"LYPD3",2470524,122,120.1,126.1,129.9,123.4,131.3,144.3,134.8,145,153.1,147.2,175,0.0146339232374154,7.69994904405136e-05,3.4514435695538
"43",989,"AMAC1L2",6400661,182.9,198.8,194.7,177.1,179.3,213.2,276.7,207.4,227.8,280.7,282,295.8,0.014790875258799,7.81378782980736e-05,9.68556430446194
"989",44150,"TOM1",2360706,1369.2,1317.7,1203,1119.6,1088.5,1120.8,1109.6,854.4,1012.8,879.1,809.2,861.7,0.0148487177173083,7.87572247542289e-05,-39.6325459317585
"68",1721,"ARRDC4",6580168,148.6,139.6,138.7,147,161.2,158.7,155.6,149,157.8,192.5,211.5,197.1,0.0149084909298617,7.95947497092928e-05,5.14803149606299
"889",40964,"SLC29A3",3800463,246,252,233.5,223.3,227.4,262.4,223.7,196.9,198.9,179.8,171,190.5,0.0149084909298617,7.97043341558021e-05,-6.33700787401575
"12",185,"ABL1",4180088,1202.8,1173.5,1028.8,1044.8,1014.1,1018.6,965.9,722,805.5,776.1,710.7,715,0.014926180487635,8.01143174325233e-05,-38.3858267716535
"976",43680,"TMEM108",6940753,136.9,134.3,147.1,126.1,136,134,126.1,121.8,128.3,115.7,109.9,119.8,0.0149263026473877,8.0430386388941e-05,-2.2257217847769
"280",8705,"EGFL6",6330079,571.1,615.9,475,297.6,310.5,471.9,204.8,183.8,200,121.7,109.8,121,0.0149974615552823,8.11307431513696e-05,-39.2409448818898
"334",10968,"FMNL2",2710605,833.1,756.9,692.1,609.5,646.2,693.6,613.5,458.6,536.2,442.7,432.6,486.4,0.0150966833287207,8.19865100581371e-05,-28.1585301837271
"563",23251,"LOC400836",4070441,117.5,115,113.8,114.7,119.1,117.1,111.7,113.6,113.4,106.1,106.7,107.2,0.0151809055606725,8.30078193297882e-05,-0.928608923884515
"1063",45981,"WNK1",5550682,1041.9,938.5,881.9,801.6,864.5,892.2,821.3,654.1,666.8,656.1,592.9,614.9,0.0151809055606725,8.30854878222887e-05,-31.236220472441
"1",40,"AAK1",1170332,241.7,221.5,226,192.3,204.9,222,193.8,164.1,168.8,157.9,157.7,168,0.0154660128181776,8.55841707880491e-05,-6.40997375328084
"150",5058,"CCDC58",3610300,161.6,165.5,150.8,191.9,211.2,215.6,244.4,200.6,239.4,255.8,245.9,279.9,0.0154660128181776,8.61275437227105e-05,8.8015748031496
"210",6509,"COPG2",2030386,324.2,293.4,286.8,284.2,327.1,284.5,253.3,261.4,284,226.4,227.9,221,0.0154660128181776,8.65035950549463e-05,-7.65774278215224
"657",33411,"MYCBP2",6650451,418.8,367.3,311.3,275.8,333,295.8,269.9,224.7,258.5,201.5,199.5,188.1,0.0154660128181776,8.58968396432222e-05,-15.2866141732284
"835",39579,"RSL1D1",5490008,1749.4,1446.4,1500.6,1430.1,1518.9,1503.7,1324.9,1132.4,1402.6,1071.7,1100.9,1112.6,0.0154660128181776,8.59760865571301e-05,-45.640157480315
"1011",44660,"TSPAN15",5080075,202.4,192,190,219.2,262.3,240.2,297.8,281.3,264.4,296.9,306.6,292.7,0.0154660128181776,8.66067957825385e-05,9.37874015748031
"356",11706,"GGA2",2190121,438.3,403.7,391.1,394.8,425.4,415.4,354,254.7,336.4,250.5,267.9,282,0.0156365615553841,8.789225902272e-05,-15.1729658792651
"59",1309,"AP1S2",1070192,598.5,505.6,489.1,451.9,493.1,492.9,369.2,257.8,355.8,281.5,272.8,307,0.0158758381058553,9.07000487168391e-05,-24.2181102362205
"154",5166,"CCNA1",7400279,137.2,134.7,138.9,130.4,137.6,131.1,126,113.9,128.6,112.3,114,119.9,0.0158758381058553,9.14679489505073e-05,-2.10314960629921
"172",5586,"CDKN1A",6660382,19104.5,18170.8,19011.6,13831.1,13009.2,14411.9,12302.3,10241.6,10932.5,9538.7,8702.6,10220.6,0.0158758381058553,9.11905126543041e-05,-798.812335958006
"192",6065,"CLCN6",2900768,332.3,314.4,317.1,273.4,257.2,247.9,230.9,207.4,248.6,207.3,202.4,201.1,0.0158758381058553,9.15855673329776e-05,-10.1398950131234
"470",17539,"ITM2A",1580576,725.4,579.4,574.4,624.2,725.8,710.2,486.5,353.8,506.7,281.5,285.6,307.9,0.0158758381058553,9.1036844228835e-05,-36.797375328084
"635",32805,"MME",5670674,198.1,186.9,166.7,148.8,155.3,153.7,125.5,116.3,121.3,109.5,109,117.7,0.0158758381058553,9.11181666105755e-05,-6.54514435695538
"979",43773,"TMEM171",5560408,255.4,225.1,201,208.6,230.9,221.9,199.4,156.1,164.7,137.8,143.4,151.8,0.0158758381058553,9.0262756006978e-05,-8.40971128608924
"762",36722,"PLD6",1340707,448.2,452.8,424.4,305.8,338.9,346.2,310.2,231.1,258.6,225.3,224.4,225.9,0.0159297902910097,9.22334285598265e-05,-18.8349081364829
"528",18800,"LATS2",3450192,234.3,203.1,203.8,209.5,208.4,206.3,177.2,168.1,181.9,173,160.1,158,0.015981180099565,9.31081503449081e-05,-5.10288713910761
"987",44125,"TNPO3",3360241,564.6,502.2,553.1,459.1,490.8,527.4,490,391.1,455.2,375.9,367.9,395.5,0.015981180099565,9.32063839460712e-05,-14.7543307086614
"752",36526,"PIM2",6200168,257.8,251.8,249,217.4,231.2,227.9,192.5,163.9,206.3,174.9,166.9,185.7,0.0160984115945086,9.42302899579251e-05,-7.22965879265092
"215",6658,"CPXM1",730577,429.2,386.2,324.3,380.1,406.1,387.1,633.7,492.8,604.9,612.3,630.1,639,0.0162579640032709,9.55077656300172e-05,26.0257217847769
"95",2672,"BRI3",6270095,3915.7,3481.1,3207,2817.1,3083.3,3181.3,2799.5,2369.9,3045,2270.4,1897.8,2258.1,0.0162963737813839,9.60777694779729e-05,-124.142519685039
"717",35569,"PAG1",3610709,175.7,157.5,174,148.8,165.5,156.8,151.2,138.1,144.2,130.5,137.6,130.7,0.0167500731122143,9.91065754795768e-05,-3.32729658792651
"212",6593,"CPD",6020543,2883.1,2342.6,2200.3,1977.6,2125,2055.4,1682.8,1441.3,1590.1,1379.4,1350.1,1348.6,0.0168777235206063,0.000102001752359179,-103.040419947507
"313",9915,"FAM84A",6350291,133.4,138,125.4,141,139,145.5,156.3,146.6,143.9,159.9,154.5,170.7,0.0168777235206063,0.000101410959995448,2.66692913385827
"601",31015,"LRRN2",1410403,625.4,543.5,489,829.5,958.9,924.7,1348.5,969.7,1222.4,1307.5,1275.2,1383.3,0.0168777235206063,0.00010151199328052,68.7312335958005
"787",37717,"PSAP",7650333,12562.2,11949.2,12098.9,10359.8,10811.5,12397.3,10487.2,8267,9496.8,8192.3,7366.5,9010.3,0.0168777235206063,0.000100242469081535,-383.213910761155
"831",39540,"RRAGC",2810112,1366.7,1200,1234.2,861.2,984.4,918.7,857.8,656.1,814.6,622.8,611.8,628.2,0.0168777235206063,0.000101556490132348,-55.1679790026247
"904",41281,"SLITRK4",7330477,836.3,661,663.2,503.3,564.7,522.3,437.7,333.1,435.5,321.9,309.6,311.8,0.0168777235206063,0.000101824344752208,-35.8629921259843
"644",32964,"MPZL2",150202,173,149.6,153.4,153.5,176.8,195.6,216.9,163.9,232.9,259,243.4,254.8,0.0169079228679489,0.000103256127228562,8.9246719160105
"669",33762,"NCOA1",160411,714.5,733.4,615,561.5,622.1,593.8,587.2,443,531.7,429.8,425.7,449.6,0.0169079228679489,0.000103096839202484,-22.7509186351706
"1077",46380,"ZFP106",3360619,638.1,523.2,551.8,497.8,597.9,578.3,511.1,464.6,513.9,405.3,383,364,0.0169079228679489,0.000103188717411858,-18.3230971128609
"187",5913,"CHN1",610332,311.9,340.3,301.8,225.7,234.3,245.3,183.3,167.8,196.1,158.5,159.1,162.7,0.0169391561131042,0.000104162762904155,-13.7913385826772
"822",39032,"RMND1",3360220,405.6,358.1,339,271.1,297.1,301.3,246.1,217.1,249.2,215.9,205.3,201.1,0.0169391561131042,0.000103929593584063,-14.1191601049869
"1061",45897,"WDR81",5130594,322.9,284.7,269.3,258.8,247.5,241.7,247.1,200,225.2,175,205.7,180.5,0.0170095355488936,0.000104954977078312,-9.32572178477691
"855",40129,"SEL1L",6350332,234.2,223.5,216.7,165.9,167.4,185.5,143.4,137.3,143.1,134.5,124.1,123.4,0.0173932606300674,0.000107690242896894,-8.48293963254593
"969",43535,"TIMP2",780270,6001.5,4930.1,5103.4,4016,4371.7,4337.2,4195.7,3134.8,3405.2,2938.2,2972.5,2847.4,0.0174666313456355,0.000108513611047838,-213.571916010499
"80",2229,"BAAT",1980491,203.3,190.2,183.8,136.9,145,153.7,121.7,121.1,120,105.7,104,110.2,0.0174918598847517,0.000109039973501294,-7.3734908136483
